idade,frequencia,nota_media,situacao_socioeconomica,distancia_escola,evasao
10,94,5.9,alta,16,0
10,63,6.1,baixa,15,0
7,61,4.1,alta,15,1
12,94,6.3,baixa,9,0
10,61,9.2,alta,14,1
13,71,6.3,media,10,0
10,58,6.3,media,8,0
14,84,8.8,baixa,6,0
10,94,7.7,baixa,4,0
8,63,7.5,baixa,18,0
7,73,8.2,alta,6,0
10,52,5.6,baixa,13,1
15,85,4.5,alta,1,0
15,97,7.9,media,19,0
10,75,5.1,baixa,4,1
11,95,7.9,baixa,15,0
7,95,9.5,media,19,0
10,75,8.2,baixa,12,0
6,89,9.3,baixa,12,1
8,95,8.3,baixa,8,0
8,84,5.9,baixa,15,0
8,56,8.6,baixa,4,1
8,78,7.2,media,13,0
13,54,7.9,baixa,9,0
6,79,9.6,baixa,9,0
11,61,4.9,media,1,0
11,74,9.3,media,5,0
6,63,6.0,baixa,9,0
6,98,4.5,media,16,0
8,80,6.3,baixa,9,0
13,92,4.9,baixa,5,0
11,97,9.2,baixa,14,0
9,96,9.2,alta,17,0
10,61,8.3,media,12,0
15,52,4.7,baixa,14,0
8,74,5.5,baixa,5,0
16,94,9.1,baixa,15,0
16,72,5.4,alta,19,0
11,79,9.1,baixa,9,0
11,54,9.8,media,16,0
11,82,4.1,baixa,16,0
14,89,5.5,alta,9,0
15,61,6.2,media,6,0
16,98,4.9,media,5,0
13,79,8.7,alta,8,0
11,66,4.2,baixa,5,1
7,64,4.8,baixa,1,0
9,92,6.8,media,11,0
11,52,7.2,baixa,10,0
14,92,9.6,media,7,0
16,60,7.5,baixa,5,1
7,63,7.4,media,16,0
11,66,4.5,alta,16,0
15,81,9.6,media,16,0
16,84,9.3,baixa,11,0
15,79,9.5,media,16,1
15,54,4.4,alta,2,0
12,62,5.5,alta,5,0
13,83,9.0,media,19,0
14,70,5.9,baixa,3,0
10,75,9.1,media,13,0
14,87,6.4,baixa,8,0
14,55,6.6,baixa,8,0
16,53,7.2,baixa,2,1
12,67,7.1,media,14,1
7,80,6.2,baixa,14,0
13,73,6.5,alta,18,1
17,58,7.2,baixa,14,1
10,76,8.1,media,2,0
16,57,6.5,baixa,14,0
13,75,6.6,baixa,17,1
7,62,5.2,alta,3,0
12,94,7.0,baixa,4,0
10,98,7.6,baixa,9,0
9,54,8.9,baixa,5,0
15,68,5.7,baixa,3,0
11,96,6.4,baixa,18,0
10,63,9.7,media,1,0
11,94,6.9,alta,14,0
14,86,8.9,baixa,1,1
6,81,4.3,media,14,0
16,64,6.1,baixa,7,1
6,76,8.3,alta,16,0
11,66,9.5,media,14,1
7,83,5.0,baixa,14,0
13,76,8.3,media,5,0
12,76,4.3,baixa,11,0
11,57,4.3,baixa,5,0
9,97,4.7,alta,15,0
14,75,7.2,media,17,0
12,87,6.5,media,17,0
12,63,5.9,media,4,0
10,58,6.4,baixa,5,0
6,61,6.9,media,9,0
7,64,9.7,baixa,1,0
13,83,4.5,media,4,0
16,94,8.0,baixa,1,0
10,71,5.2,baixa,4,0
7,61,9.8,baixa,8,0
17,74,7.7,baixa,15,0
10,82,7.0,media,8,1
13,97,8.4,media,4,0
9,91,8.3,alta,3,0
8,93,7.4,media,9,0
10,89,4.4,media,16,1
12,53,4.3,media,5,1
7,54,7.7,baixa,9,1
6,65,5.5,baixa,12,0
16,95,7.1,baixa,19,0
10,94,6.8,baixa,19,1
12,53,8.8,alta,11,0
13,68,8.7,baixa,7,0
16,93,8.7,baixa,19,0
13,62,8.8,baixa,15,0
15,52,6.7,media,3,0
14,54,8.4,baixa,5,0
16,64,9.7,baixa,9,0
16,76,5.8,alta,14,0
17,82,4.7,baixa,1,0
6,69,9.9,baixa,7,0
12,90,9.8,media,4,1
15,83,8.1,baixa,1,0
13,66,10.0,baixa,4,0
11,90,7.7,baixa,19,0
15,56,7.5,alta,4,0
17,93,5.3,baixa,7,0
9,86,4.8,baixa,7,0
12,93,8.3,alta,11,0
8,89,6.5,alta,12,0
7,86,5.9,alta,10,0
11,64,8.4,alta,13,0
7,83,6.8,media,12,0
11,52,5.7,baixa,16,0
15,51,5.8,alta,18,0
8,92,7.7,baixa,19,0
7,87,5.5,alta,8,0
13,83,9.0,baixa,17,0
9,84,7.7,media,10,0
17,97,9.7,baixa,11,0
9,69,9.3,baixa,2,0
12,99,9.1,baixa,18,0
13,66,5.2,baixa,16,0
17,80,7.7,media,12,0
14,66,9.0,media,3,0
15,59,5.1,baixa,8,0
13,72,9.7,baixa,3,0
9,79,9.7,alta,8,0
7,86,7.0,media,2,0
15,93,8.5,media,14,0
10,51,8.5,media,7,0
12,90,4.5,baixa,2,0
7,55,8.6,baixa,15,1
9,88,5.3,alta,19,0
11,62,8.9,baixa,11,0
13,90,5.6,media,19,1
15,73,5.4,alta,8,0
11,52,8.9,baixa,13,1
11,78,8.3,media,16,0
11,65,5.4,alta,16,0
9,73,6.1,media,19,0
8,53,9.1,alta,10,1
6,56,7.4,media,10,0
7,98,7.8,baixa,7,0
7,69,8.2,baixa,15,0
15,64,4.5,media,16,0
12,58,7.7,baixa,13,1
16,88,7.2,baixa,13,0
11,84,7.0,media,14,0
13,52,5.9,media,2,0
14,74,5.5,baixa,9,0
10,52,8.8,alta,2,0
16,64,6.5,baixa,14,0
8,60,7.6,baixa,10,0
9,73,4.3,baixa,5,0
16,55,5.5,baixa,2,0
13,70,9.8,baixa,13,0
8,63,8.8,media,14,0
7,76,7.3,media,19,0
12,62,7.1,baixa,14,0
9,72,4.1,media,7,0
13,51,6.6,baixa,12,0
6,94,9.7,alta,16,0
13,80,6.4,baixa,19,0
10,62,6.8,baixa,11,0
17,65,9.4,alta,8,0
7,50,4.7,alta,6,0
6,51,6.0,baixa,1,0
11,81,6.3,alta,15,0
14,51,4.3,media,12,0
14,53,7.0,baixa,10,0
14,51,8.3,baixa,3,0
16,53,9.7,baixa,4,0
9,62,8.2,media,12,0
11,94,6.2,baixa,1,0
17,50,8.5,media,14,0
15,52,7.6,baixa,3,0
11,64,8.3,baixa,2,1
10,52,7.9,media,5,1
7,82,6.9,baixa,13,0
12,63,9.3,media,3,0
6,59,9.5,media,18,0
11,72,7.3,baixa,14,0
10,92,9.5,baixa,19,0
10,57,7.0,baixa,19,0
13,50,7.0,media,10,1
14,94,5.6,media,19,0
12,77,7.4,media,7,0
15,60,4.3,baixa,7,0
13,58,9.9,media,13,1
7,92,6.8,baixa,15,0
7,60,9.1,baixa,3,0
17,90,9.3,media,15,0
13,50,9.7,media,5,0
11,89,5.8,baixa,15,0
13,52,8.4,baixa,16,0
14,72,4.1,baixa,19,0
14,99,7.3,baixa,9,1
16,68,4.9,alta,1,0
11,94,4.3,baixa,3,0
13,58,5.9,baixa,16,1
7,86,6.5,baixa,1,0
13,55,8.6,media,19,0
8,65,6.6,baixa,4,1
6,94,8.1,alta,18,1
12,68,4.3,baixa,7,0
6,68,9.8,baixa,6,1
16,92,4.7,alta,8,0
6,89,6.3,alta,12,0
6,52,7.0,media,19,0
9,93,10.0,media,7,0
17,62,4.4,media,8,0
17,75,6.0,baixa,12,1
9,69,7.8,media,7,0
15,72,9.1,media,7,0
16,90,8.7,baixa,11,0
11,96,5.2,baixa,9,0
17,68,6.0,media,19,0
15,80,9.5,baixa,4,0
17,55,8.3,alta,16,0
8,84,4.7,media,16,0
15,55,8.4,baixa,11,0
11,66,8.9,media,13,0
12,50,5.5,baixa,17,0
16,77,5.2,alta,9,0
6,93,4.7,media,6,0
11,80,9.0,alta,6,0
15,93,9.0,alta,19,0
6,65,6.4,alta,10,0
12,53,6.9,baixa,11,0
15,52,9.8,baixa,16,1
10,56,8.1,alta,11,0
15,72,5.7,baixa,8,0
9,53,7.8,baixa,12,0
6,69,6.2,media,6,1
14,62,5.0,media,19,0
12,57,9.5,baixa,13,0
7,85,8.3,baixa,14,0
9,83,5.8,baixa,17,0
9,53,9.4,media,4,0
13,75,9.5,baixa,4,0
7,84,8.0,baixa,9,0
16,69,8.4,baixa,10,0
10,59,7.6,media,11,0
15,55,8.3,media,14,0
13,79,7.8,media,15,0
11,52,6.8,media,7,0
9,69,4.8,baixa,9,0
10,95,5.9,alta,6,1
7,52,5.2,media,14,0
10,65,4.8,alta,1,0
8,53,8.0,alta,2,0
17,91,4.3,alta,17,0
8,89,4.4,media,1,0
12,88,4.4,baixa,6,0
8,66,4.6,alta,16,1
9,97,5.1,baixa,2,0
12,78,8.6,alta,13,0
8,53,8.7,baixa,16,0
15,59,7.7,media,19,0
15,92,4.4,baixa,11,0
7,58,4.1,baixa,3,0
15,60,5.4,media,1,0
12,50,9.2,media,1,0
10,80,7.5,baixa,19,0
6,66,6.0,baixa,1,0
17,99,7.7,baixa,15,1
15,85,6.2,baixa,12,1
13,96,6.5,alta,2,0
8,67,5.0,baixa,4,0
16,56,8.3,baixa,11,0
12,75,5.3,media,6,1
11,73,4.6,baixa,16,0
15,82,9.5,baixa,11,0
17,75,5.4,media,19,0
11,78,4.9,media,16,0
13,73,9.3,media,18,0
17,95,4.1,baixa,14,1
9,61,4.7,media,15,1
9,77,4.2,baixa,2,0
17,75,6.3,alta,18,0
8,90,9.3,media,9,0
6,74,7.8,baixa,4,0
15,64,6.0,baixa,18,0
8,92,5.4,media,19,0
6,80,5.1,media,5,0
11,83,6.1,baixa,10,0
13,90,9.8,baixa,6,0
8,57,9.9,baixa,1,0
17,76,6.8,baixa,7,0
9,53,5.7,media,8,0
10,61,9.9,media,4,1
12,80,6.0,baixa,6,0
17,70,6.2,media,6,0
16,69,4.2,alta,13,0
11,97,6.3,alta,1,0
7,66,4.7,baixa,13,0
12,94,7.2,alta,16,0
13,80,7.9,baixa,5,1
17,64,8.8,baixa,19,0
6,81,4.3,baixa,12,0
11,97,7.2,media,19,0
16,99,5.0,baixa,7,0
14,51,6.1,baixa,7,0
12,77,7.4,baixa,1,0
10,70,6.9,baixa,19,0
15,99,8.9,alta,2,0
16,62,8.4,media,6,1
15,82,6.9,alta,7,1
14,76,8.7,baixa,5,0
7,75,9.6,media,4,0
12,83,8.9,baixa,15,0
14,67,5.9,alta,7,1
7,98,8.4,baixa,5,0
16,59,6.1,media,19,0
15,68,7.7,media,8,0
11,99,8.2,media,2,0
14,61,5.9,baixa,7,1
8,73,7.5,baixa,15,1
13,50,7.2,baixa,7,0
10,58,7.6,media,7,0
12,78,5.4,alta,18,0
17,94,9.5,baixa,16,0
8,77,5.6,media,15,0
13,84,4.4,baixa,9,0
7,67,8.3,baixa,5,0
13,90,8.7,alta,3,0
7,93,4.4,baixa,17,0
12,97,5.6,baixa,9,0
7,97,4.1,baixa,9,0
12,68,4.3,media,14,0
6,71,7.1,media,1,0
11,67,8.4,baixa,19,0
15,86,8.2,alta,10,0
12,61,8.2,baixa,17,0
9,58,6.9,alta,12,0
16,85,5.6,baixa,17,0
16,64,8.4,baixa,12,1
6,58,5.4,media,4,0
17,58,5.3,media,14,0
11,95,8.0,baixa,15,0
9,97,7.6,alta,14,0
8,90,9.1,baixa,19,0
9,80,5.5,baixa,11,0
11,55,4.7,baixa,16,0
10,95,6.1,media,7,0
7,99,9.0,media,17,0
7,88,8.3,baixa,2,0
8,64,5.7,baixa,5,1
16,89,5.0,baixa,1,0
11,59,9.1,alta,14,0
17,50,4.3,baixa,1,0
6,57,7.9,alta,4,0
16,73,9.3,baixa,17,0
12,70,9.5,baixa,18,1
13,97,7.1,alta,18,0
12,85,4.0,media,15,0
16,79,5.2,baixa,1,0
8,99,8.4,media,10,0
11,52,7.2,media,15,0
9,55,4.8,media,13,0
10,87,9.8,baixa,9,0
8,74,8.9,media,11,0
10,90,8.2,media,17,0
11,82,9.6,media,3,1
13,60,7.7,media,13,0
17,61,7.0,media,19,0
11,91,6.7,alta,7,0
14,93,9.0,media,14,0
15,50,4.9,media,9,0
15,53,6.3,media,14,0
15,54,9.2,alta,6,0
15,84,4.2,media,3,0
9,60,4.9,baixa,10,0
7,79,8.2,media,9,0
17,82,4.6,baixa,2,0
14,89,5.5,baixa,1,0
16,70,9.8,baixa,10,0
8,71,5.1,alta,7,0
16,74,5.4,baixa,2,0
12,83,5.5,media,9,0
9,92,4.3,baixa,15,0
17,53,9.0,baixa,16,0
17,61,5.4,media,12,0
6,53,7.7,media,14,1
13,72,6.4,baixa,8,0
17,87,7.5,baixa,17,0
9,55,6.0,baixa,5,0
16,95,4.1,baixa,4,0
11,82,7.6,alta,15,1
12,90,8.7,alta,15,0
13,84,6.4,alta,12,0
15,82,5.8,media,5,0
7,99,6.3,alta,10,0
14,55,4.4,alta,10,0
15,56,9.8,baixa,19,0
8,70,6.4,media,4,0
6,64,5.8,baixa,19,0
7,51,5.6,baixa,19,0
13,72,5.0,media,6,0
15,52,9.6,media,12,0
11,61,8.0,baixa,1,0
16,98,9.1,baixa,16,0
6,64,9.8,media,17,0
16,82,5.5,alta,7,0
14,95,7.4,baixa,10,0
12,62,9.5,media,1,0
15,62,7.1,baixa,9,0
16,77,8.7,baixa,1,0
8,62,8.0,baixa,14,0
12,73,9.3,alta,4,0
11,88,9.7,alta,4,1
8,79,4.5,media,16,0
13,85,4.5,baixa,2,0
6,53,4.7,baixa,15,0
10,62,8.9,baixa,9,0
13,61,6.7,baixa,12,1
8,50,8.7,media,13,0
16,93,8.0,baixa,12,0
15,98,8.8,media,6,0
16,66,7.4,baixa,17,0
17,73,6.9,alta,6,0
11,83,10.0,baixa,6,0
15,88,4.1,baixa,3,0
16,91,7.2,baixa,9,1
7,56,9.4,baixa,19,0
14,72,4.3,baixa,7,1
7,70,8.7,media,1,0
10,92,6.0,baixa,12,0
8,73,7.4,baixa,3,0
15,85,9.4,media,17,0
17,52,8.1,baixa,9,0
14,78,4.8,baixa,16,1
14,77,6.3,alta,15,1
12,51,7.4,baixa,15,0
15,53,6.7,baixa,2,0
10,66,5.6,baixa,6,1
14,69,7.7,baixa,17,0
12,85,7.9,media,4,0
7,75,8.6,baixa,13,0
15,71,4.4,baixa,4,0
6,68,9.2,media,7,0
15,80,5.8,media,6,0
15,91,6.7,baixa,13,0
9,74,9.7,media,18,0
15,79,5.7,alta,7,0
13,97,8.4,alta,19,0
11,58,4.5,alta,3,0
7,91,7.0,alta,6,0
10,79,7.9,baixa,2,0
14,90,8.5,alta,9,0
11,81,4.2,media,14,0
11,96,6.4,baixa,2,0
12,94,4.7,baixa,16,0
16,97,4.7,baixa,3,0
10,64,8.8,baixa,8,0
8,85,9.4,media,4,0
8,84,4.0,alta,2,0
10,50,9.4,baixa,15,0
9,70,8.3,baixa,14,1
10,85,7.8,baixa,1,0
14,52,7.0,baixa,10,0
10,64,9.7,baixa,18,0
9,73,9.7,media,19,1
9,65,9.1,media,18,0
6,56,9.6,baixa,12,1
15,65,8.9,baixa,17,1
9,77,9.0,baixa,4,0
17,99,4.4,baixa,6,1
9,61,6.2,media,7,0
14,74,4.8,alta,7,0
16,79,8.3,baixa,13,0
9,57,9.2,baixa,10,0
12,60,5.4,baixa,14,1
6,91,4.6,baixa,4,0
12,85,9.8,baixa,3,1
7,85,6.1,baixa,8,0
17,96,8.1,baixa,19,0
16,85,4.6,alta,14,0
13,98,5.7,media,9,0
6,95,9.8,baixa,11,0
15,79,5.4,baixa,13,0
8,55,5.0,media,3,0
13,84,4.8,media,18,0
15,79,4.8,baixa,3,0
13,63,9.4,baixa,1,1
16,86,6.9,baixa,16,0
10,77,4.9,alta,13,0
10,89,5.3,baixa,11,0
13,90,4.5,baixa,9,0
15,54,8.6,baixa,8,0
10,70,5.9,baixa,13,0
14,98,5.3,baixa,15,0
6,55,8.2,baixa,3,0
10,99,6.2,baixa,19,0
8,73,9.0,media,11,0
8,65,8.6,baixa,1,1
7,56,8.1,media,2,0
8,91,8.4,alta,14,0
12,75,5.5,media,17,0
13,70,6.6,baixa,19,0
17,97,8.1,alta,18,0
13,67,4.8,alta,9,0
16,66,9.2,baixa,9,0
13,70,7.4,baixa,13,0
6,55,8.7,media,5,1
16,68,5.4,baixa,1,0
12,51,9.9,baixa,11,0
7,68,4.3,baixa,5,0
16,71,5.7,baixa,8,0
15,65,4.1,media,1,0
9,74,5.3,alta,17,0
10,93,5.3,baixa,10,0
17,60,9.6,alta,1,0
6,61,7.6,baixa,5,0
9,77,4.5,media,11,0
9,51,5.3,media,17,1
14,87,6.2,baixa,17,0
14,61,4.2,baixa,10,0
16,74,7.6,baixa,4,0
15,51,9.8,baixa,18,0
6,82,6.3,baixa,13,0
13,62,4.2,baixa,15,0
9,94,5.9,baixa,15,0
9,99,4.9,baixa,1,0
10,73,5.7,baixa,1,0
7,69,5.9,baixa,12,0
6,69,5.4,media,13,0
10,96,8.4,baixa,2,0
12,61,8.5,baixa,4,0
15,92,5.0,baixa,16,0
14,94,4.2,baixa,19,1
17,86,6.5,baixa,16,0
17,92,8.7,media,19,0
7,98,7.0,media,2,0
17,57,8.4,media,14,0
13,85,8.1,media,18,0
12,97,5.8,baixa,19,1
7,95,9.5,baixa,15,0
10,82,8.6,media,14,0
12,80,7.2,baixa,2,0
8,87,4.4,media,2,0
7,78,4.6,media,3,0
11,67,5.1,media,15,0
15,69,9.5,baixa,8,1
11,93,8.6,media,5,0
16,57,8.7,alta,2,1
9,89,4.6,baixa,1,1
6,95,5.8,media,2,0
10,86,9.8,baixa,13,0
6,73,9.9,media,4,0
16,50,7.3,media,13,0
16,52,9.6,baixa,19,0
13,87,8.2,baixa,8,0
7,60,9.6,baixa,17,0
14,91,7.3,media,16,0
14,89,4.8,baixa,16,0
8,90,9.1,alta,5,0
11,88,9.0,baixa,11,0
14,92,4.4,alta,1,0
12,52,6.7,baixa,1,0
9,70,8.9,media,6,0
8,54,7.4,media,9,1
7,50,5.6,baixa,2,0
15,95,6.8,baixa,19,0
15,63,9.0,media,4,0
6,99,4.6,baixa,15,0
16,53,7.8,media,13,1
15,68,9.5,baixa,7,0
16,96,7.5,baixa,11,1
6,69,7.2,baixa,18,0
17,97,9.9,alta,13,0
9,56,5.9,baixa,10,0
9,97,8.7,media,16,0
14,58,4.1,alta,5,0
15,88,6.3,baixa,10,0
6,83,4.5,baixa,14,0
16,91,5.8,baixa,14,0
9,62,8.2,baixa,18,1
8,53,5.6,baixa,19,0
14,85,4.0,baixa,19,0
10,68,7.7,media,2,1
14,66,4.8,media,4,0
15,74,7.7,media,5,0
11,63,4.2,media,5,0
16,54,9.4,alta,13,0
14,90,4.3,alta,13,0
6,95,9.3,media,15,0
9,56,9.8,media,4,0
9,63,6.8,media,6,0
15,82,6.4,baixa,14,0
15,61,7.4,alta,7,0
11,53,4.3,media,15,0
15,55,9.8,baixa,13,0
6,50,5.4,alta,12,1
15,69,7.9,baixa,12,0
10,75,6.3,media,7,0
8,92,9.1,media,11,0
6,72,8.2,baixa,2,0
11,61,9.8,media,4,1
8,62,8.0,baixa,19,0
9,67,5.5,baixa,14,0
17,80,4.7,baixa,5,0
14,95,9.9,alta,11,0
7,99,8.1,alta,4,0
6,77,5.9,baixa,5,0
15,54,8.9,baixa,18,0
11,88,8.0,media,4,1
17,69,6.9,baixa,17,0
6,69,8.0,baixa,9,0
6,83,7.9,media,11,1
12,99,9.8,baixa,14,0
7,63,8.5,baixa,1,0
9,64,8.3,baixa,8,0
9,85,8.2,baixa,11,0
7,79,4.2,media,19,0
11,67,4.4,media,12,1
15,83,6.0,media,10,0
7,75,4.9,media,5,1
17,85,8.4,media,16,0
13,96,4.9,baixa,2,1
9,93,9.1,baixa,19,0
6,68,9.5,baixa,3,0
12,91,4.6,baixa,17,1
11,53,9.8,baixa,8,1
17,91,4.6,baixa,17,0
11,76,8.3,media,19,0
16,52,9.8,baixa,7,0
8,98,4.5,alta,11,0
15,93,10.0,media,14,0
12,61,8.4,media,10,0
11,85,8.0,baixa,19,0
15,88,5.9,baixa,1,0
15,51,6.3,media,16,0
14,91,6.2,media,7,0
8,83,9.0,baixa,2,1
8,87,7.1,baixa,12,0
9,80,9.5,baixa,11,0
8,54,7.1,baixa,16,0
9,69,4.7,baixa,9,0
11,87,6.3,alta,6,0
6,60,7.1,media,19,1
7,80,8.3,media,19,0
15,74,7.9,baixa,16,0
11,53,8.7,media,11,0
17,70,5.3,baixa,19,0
11,90,9.8,media,8,0
17,50,7.7,baixa,13,0
6,91,8.2,media,4,0
11,98,4.3,media,3,1
16,86,8.6,alta,6,0
17,92,5.3,alta,2,1
14,77,8.2,baixa,17,0
13,50,7.6,media,3,0
15,65,7.4,baixa,9,0
10,51,10.0,baixa,8,1
9,51,7.6,media,15,1
11,92,7.0,baixa,11,0
16,66,8.6,media,3,1
17,71,7.7,alta,1,0
10,65,4.8,alta,7,0
11,62,9.3,media,6,0
15,56,7.6,baixa,19,1
16,99,6.6,baixa,4,0
8,66,6.1,baixa,14,1
12,70,6.4,baixa,1,0
13,80,7.4,baixa,6,0
10,64,7.9,media,1,0
10,92,8.7,media,4,0
17,72,9.0,baixa,9,0
9,90,8.3,alta,15,0
15,95,8.2,media,17,0
10,75,5.3,baixa,19,0
17,79,9.5,baixa,6,0
15,60,4.5,baixa,12,0
16,87,8.9,media,10,0
13,75,9.2,alta,10,1
10,55,8.7,media,4,0
14,95,7.8,baixa,6,1
17,52,9.0,alta,10,0
6,74,8.1,baixa,5,0
12,90,9.3,alta,15,0
10,64,6.3,baixa,14,1
9,70,9.5,media,1,0
8,91,5.5,alta,6,1
17,55,8.6,baixa,15,0
15,72,4.2,media,4,0
12,61,8.6,baixa,6,0
17,76,5.5,baixa,14,0
7,64,10.0,alta,5,0
10,57,7.3,baixa,3,0
7,74,7.5,baixa,19,0
12,92,5.3,media,14,0
11,97,4.9,alta,19,0
15,68,5.4,media,11,0
12,84,7.2,alta,9,0
17,70,4.9,baixa,9,0
14,67,6.1,baixa,15,1
7,78,6.8,alta,18,0
14,76,9.4,baixa,6,0
12,89,4.6,media,7,0
7,59,6.4,media,7,0
15,54,7.7,media,3,1
7,71,7.4,baixa,11,0
9,63,8.5,baixa,18,0
7,89,6.4,baixa,14,0
6,50,4.1,baixa,5,0
11,62,6.8,baixa,2,1
15,76,4.9,baixa,11,0
16,98,5.8,baixa,11,0
10,97,4.1,baixa,15,0
17,66,8.3,baixa,8,1
8,57,4.8,media,19,0
16,77,9.5,media,9,0
6,75,9.3,media,8,0
14,69,5.6,media,11,0
13,68,8.4,baixa,11,0
11,63,7.7,baixa,5,0
11,99,6.8,baixa,7,0
17,74,7.2,media,10,0
9,85,4.9,baixa,6,0
7,77,9.9,media,14,0
17,57,9.0,alta,3,0
9,98,8.0,alta,19,0
7,82,9.8,baixa,8,0
12,55,9.9,alta,14,0
14,74,5.6,media,13,1
7,50,7.7,baixa,15,0
14,79,6.2,media,3,0
14,54,9.5,alta,17,1
13,58,5.7,baixa,13,0
6,57,8.5,media,10,0
10,73,9.7,baixa,2,0
15,74,8.9,alta,9,0
16,90,5.8,media,1,0
9,57,4.8,media,11,1
12,87,4.2,baixa,6,0
16,70,5.9,baixa,9,0
13,68,9.0,baixa,10,0
15,52,4.7,baixa,16,0
16,88,5.2,baixa,12,0
13,65,5.0,alta,10,0
7,50,7.8,media,14,0
8,59,4.3,baixa,19,0
15,55,7.8,media,14,0
15,54,6.2,media,17,0
12,66,9.3,baixa,13,0
9,70,8.3,baixa,10,0
11,78,8.3,baixa,8,0
13,80,7.8,media,17,0
13,52,9.3,baixa,5,0
12,87,9.1,alta,17,0
17,77,6.3,baixa,13,0
7,77,8.4,media,6,1
7,50,4.1,media,7,0
8,61,5.2,baixa,5,0
9,65,7.1,baixa,2,0
6,74,8.6,alta,18,0
10,67,8.5,media,3,0
12,57,9.0,baixa,15,0
17,55,6.1,baixa,12,1
15,99,5.3,media,1,0
16,58,8.8,alta,2,0
10,67,7.1,media,3,0
12,79,4.4,baixa,19,0
10,69,4.0,media,6,0
16,67,9.6,baixa,1,0
15,86,9.0,baixa,16,0
13,78,7.6,baixa,9,0
12,60,9.7,media,6,0
6,67,6.0,alta,14,0
16,82,8.1,baixa,13,0
6,52,8.4,alta,4,0
17,77,9.5,baixa,15,1
10,54,4.9,baixa,16,0
7,65,6.8,alta,14,1
14,53,9.2,baixa,1,0
7,67,8.7,media,9,0
17,76,7.4,alta,4,0
14,67,4.5,baixa,12,0
15,51,4.3,media,4,0
7,55,7.6,baixa,7,0
9,97,6.0,alta,7,0
8,84,5.8,baixa,10,1
11,68,5.2,alta,15,0
9,78,9.2,media,15,0
14,60,8.0,alta,8,0
14,87,8.8,baixa,6,1
15,50,8.4,media,18,0
14,70,5.7,media,16,0
8,84,9.5,baixa,2,0
8,57,9.8,media,17,0
9,52,7.9,baixa,10,0
14,64,8.9,baixa,17,0
11,66,7.0,media,17,0
14,77,7.3,baixa,19,0
13,99,7.4,media,11,0
12,85,5.4,baixa,14,0
10,90,8.7,baixa,19,0
14,63,8.8,alta,10,1
9,97,6.9,media,13,0
9,66,6.1,alta,6,0
13,88,8.1,alta,4,0
9,69,7.3,baixa,10,1
12,88,4.1,baixa,10,0
9,55,9.5,baixa,12,0
16,55,8.5,baixa,14,0
6,62,6.9,alta,7,0
15,84,9.3,media,8,0
14,84,9.8,baixa,6,1
9,95,5.1,media,8,0
8,76,8.8,baixa,10,0
8,81,8.8,media,3,0
14,83,5.9,baixa,1,0
13,52,4.3,baixa,11,0
15,81,4.2,alta,12,0
12,56,7.7,media,13,0
12,83,9.0,alta,16,0
9,70,4.5,media,18,0
8,78,5.9,media,6,0
17,53,9.9,media,8,0
9,53,6.2,baixa,2,0
11,88,8.5,baixa,8,0
17,50,5.6,alta,16,0
9,80,5.5,media,8,0
9,94,7.4,alta,14,1
7,66,6.5,alta,4,0
12,56,8.1,media,7,0
11,98,6.4,baixa,4,0
7,93,6.4,media,12,0
10,99,8.4,baixa,11,0
11,85,4.4,alta,15,0
10,70,6.9,alta,5,0
9,72,9.0,baixa,2,0
16,62,4.1,alta,9,0
16,91,7.0,alta,14,0
14,83,4.6,media,13,1
8,85,9.3,alta,10,1
16,54,4.8,alta,17,1
7,85,6.2,baixa,14,0
14,80,8.3,media,13,0
13,61,4.7,baixa,18,0
14,95,8.9,baixa,19,0
15,91,5.1,media,17,0
16,77,4.9,baixa,18,1
8,97,7.4,media,9,1
6,77,8.9,baixa,19,0
16,56,4.9,baixa,2,0
6,83,4.9,alta,1,0
8,71,5.2,baixa,3,0
9,73,9.7,baixa,4,0
7,63,8.7,baixa,14,0
13,65,4.8,media,18,0
17,60,4.7,media,2,0
8,79,7.1,baixa,13,0
9,87,7.2,alta,3,0
11,91,8.5,baixa,16,0
15,56,7.1,alta,3,0
11,95,5.7,alta,12,0
7,94,4.9,alta,2,0
11,52,5.9,baixa,19,0
9,64,6.7,baixa,11,0
10,98,6.2,baixa,16,0
12,79,7.5,media,2,0
12,82,4.7,baixa,5,0
11,86,9.2,media,19,0
15,86,9.9,baixa,18,0
11,66,9.7,baixa,5,0
11,97,8.6,media,11,0
9,69,9.0,baixa,16,0
8,82,8.2,media,6,0
6,76,6.1,alta,15,0
8,86,9.7,media,5,0
8,69,6.8,alta,5,0
14,83,7.2,baixa,10,0
8,80,4.6,media,14,1
13,54,5.6,media,14,0
13,67,9.4,baixa,17,0
8,68,5.4,baixa,4,0
15,87,9.4,baixa,7,0
15,66,5.6,alta,9,0
17,72,6.3,alta,15,0
11,92,8.2,baixa,14,0
17,96,6.5,alta,11,0
13,51,8.9,alta,18,0
13,93,5.0,baixa,11,0
15,73,4.9,baixa,8,0
15,97,5.8,baixa,10,0
14,93,7.1,baixa,15,0
14,50,4.7,media,13,0
13,71,8.0,baixa,3,0
12,63,9.0,baixa,6,0
15,88,8.2,baixa,11,0
8,89,7.1,baixa,14,0
12,62,9.1,media,17,0
9,61,6.3,baixa,19,0
7,56,6.3,media,5,1
13,51,8.4,alta,17,0
7,52,5.1,baixa,12,0
